Customer ID,Invoice,InvoiceDate,Quantity,Price
30076,801266,2026-05-01 00:00:00,2,9.55
30064,801164,2026-05-11 00:00:00,4,12.63
30064,801169,2026-06-30 00:00:00,5,14.51
30032,800739,2026-03-08 00:00:00,7,5.13
30023,800550,2026-03-05 00:00:00,1,12.91
30043,800935,2026-03-02 00:00:00,6,13.28
30031,800733,2026-05-20 00:00:00,3,3.53
30015,800331,2026-06-22 00:00:00,2,7.3
30024,800581,2026-04-09 00:00:00,7,5.59
30005,800094,2026-05-27 00:00:00,5,14.67
30021,800502,2026-07-27 00:00:00,4,4.78
30005,800091,2026-05-15 00:00:00,1,7.55
30102,801394,2026-05-10 00:00:00,1,2.48
30070,801237,2026-05-28 00:00:00,6,8.22
30059,801112,2026-04-14 00:00:00,2,8.75
30030,800703,2025-10-30 00:00:00,8,10.99
30011,800242,2026-06-20 00:00:00,3,4.75
30029,800686,2026-05-22 00:00:00,7,16.72
30007,800148,2026-06-14 00:00:00,2,3.21
30083,801302,2026-06-10 00:00:00,2,7.41
30011,800248,2026-07-25 00:00:00,4,4.37
30052,801034,2026-02-15 00:00:00,5,10.91
30024,800579,2026-03-29 00:00:00,8,6.17
30004,800069,2026-06-07 00:00:00,8,16.47
30026,800624,2026-04-06 00:00:00,8,5.41
30020,800474,2026-02-11 00:00:00,6,3.37
30067,801199,2026-06-12 00:00:00,6,5.54
30016,800354,2026-03-30 00:00:00,3,15.09
30065,801174,2025-11-24 00:00:00,4,11.41
30023,800566,2026-06-19 00:00:00,8,10.4
30027,800640,2026-02-20 00:00:00,8,9.49
30027,800646,2026-04-01 00:00:00,2,13.99
30088,801324,2025-09-29 00:00:00,2,7.3
30025,800601,2026-04-25 00:00:00,5,14.25
30007,800145,2026-05-16 00:00:00,2,6.03
30035,800840,2026-06-19 00:00:00,1,12.52
30015,800338,2026-07-03 00:00:00,5,14.16
30021,800503,2026-07-28 00:00:00,4,10.8
30062,801135,2026-05-21 00:00:00,6,9.07
30066,801192,2026-07-05 00:00:00,3,10.51
30082,801293,2026-04-03 00:00:00,2,2.02
30042,800928,2026-05-12 00:00:00,2,12.12
30004,800059,2026-05-20 00:00:00,6,4.7
30024,800585,2026-05-14 00:00:00,6,10.02
30040,800900,2026-05-27 00:00:00,2,14.34
30033,800775,2026-04-29 00:00:00,5,6.46
30019,800433,2025-12-16 00:00:00,4,9.45
30092,801349,2026-04-30 00:00:00,3,10.69
30081,801290,2026-02-27 00:00:00,4,10.59
30017,800386,2026-04-07 00:00:00,1,3.83
30089,801328,2025-11-27 00:00:00,2,4.67
30066,801189,2026-06-15 00:00:00,3,12.35
30069,801219,2026-04-02 00:00:00,1,13.16
30034,800815,2026-06-24 00:00:00,3,12.7
30063,801152,2026-06-06 00:00:00,1,3.04
30066,801197,2026-07-23 00:00:00,2,8.5
30031,800727,2025-11-29 00:00:00,1,16.03
30066,801189,2026-06-15 00:00:00,5,11.8
30118,801427,2025-09-14 00:00:00,2,6.67
30045,800963,2026-04-21 00:00:00,3,3.28
30004,800070,2026-06-07 00:00:00,5,14.6
30012,800258,2026-04-15 00:00:00,4,6.79
30003,800043,2026-01-16 00:00:00,5,4.74
30063,801153,2026-06-14 00:00:00,1,4.22
30024,800578,2026-03-28 00:00:00,8,17.85
30004,800060,2026-05-21 00:00:00,7,13.99
30023,800562,2026-05-21 00:00:00,4,12.77
30018,800429,2026-07-12 00:00:00,6,4.97
30050,801015,2026-02-19 00:00:00,3,3.38
30072,801247,2026-04-15 00:00:00,2,4.84
30013,800297,2026-06-30 00:00:00,1,10.04
30064,801162,2026-04-22 00:00:00,2,4.13
30034,800802,2026-04-19 00:00:00,1,9.32
30028,800670,2026-07-18 00:00:00,5,15.12
30105,801407,2026-01-21 00:00:00,2,5.01
30037,800863,2026-03-23 00:00:00,6,8.23
30101,801391,2026-05-05 00:00:00,2,9.26
30044,800944,2026-01-10 00:00:00,6,3.8
30040,800899,2026-03-17 00:00:00,3,7.05
30070,801232,2026-01-20 00:00:00,1,13.03
30061,801129,2025-11-30 00:00:00,2,9.68
30001,800009,2026-05-24 00:00:00,5,11.29
30100,801385,2026-02-04 00:00:00,1,6.7
30019,800451,2026-05-16 00:00:00,3,11.25
30038,800883,2026-06-12 00:00:00,4,14.74
30015,800340,2026-07-06 00:00:00,7,17.41
30018,800428,2026-07-05 00:00:00,3,3.88
30005,800115,2026-07-18 00:00:00,3,17.09
30098,801375,2025-11-10 00:00:00,2,5.87
30036,800856,2026-05-18 00:00:00,2,9.99
30022,800525,2026-06-23 00:00:00,4,13.94
30051,801022,2026-02-08 00:00:00,3,7.36
30125,801437,2026-02-17 00:00:00,3,7.58
30021,800493,2026-04-21 00:00:00,3,12.26
30122,801433,2025-10-03 00:00:00,1,9.63
30015,800339,2026-07-03 00:00:00,1,3.3
30018,800416,2026-03-19 00:00:00,1,17.57
30006,800131,2026-05-06 00:00:00,1,16.12
30013,800288,2026-05-17 00:00:00,2,5.77
30033,800770,2026-04-16 00:00:00,8,17.6
30010,800215,2026-05-07 00:00:00,6,7.43
30014,800322,2026-04-20 00:00:00,5,12.68
30009,800201,2026-07-20 00:00:00,5,14.63
30112,801418,2026-03-03 00:00:00,1,9.5
30010,800223,2026-07-03 00:00:00,7,4.76
30034,800802,2026-04-19 00:00:00,8,11.2
30020,800460,2025-10-15 00:00:00,2,12.74
30012,800259,2026-04-15 00:00:00,7,17.05
30032,800746,2026-04-05 00:00:00,5,17.04
30021,800488,2026-03-19 00:00:00,1,13.69
30033,800781,2026-05-23 00:00:00,5,4.88
30034,800817,2026-07-01 00:00:00,4,7.03
30084,801304,2025-10-04 00:00:00,2,2.68
30038,800874,2026-01-23 00:00:00,6,12.64
30026,800619,2026-02-14 00:00:00,5,16.4
30012,800251,2026-03-05 00:00:00,3,13.85
30027,800651,2026-07-01 00:00:00,6,14.08
30022,800519,2026-06-07 00:00:00,6,11.09
30027,800643,2026-03-15 00:00:00,4,14.72
30022,800534,2026-07-22 00:00:00,6,3.08
30097,801368,2025-10-02 00:00:00,3,9.8
30013,800280,2026-04-14 00:00:00,2,17.44
30093,801354,2026-04-19 00:00:00,4,4.91
30015,800337,2026-07-02 00:00:00,5,5.7
30016,800372,2026-07-15 00:00:00,1,13.76
30086,801314,2026-04-07 00:00:00,3,9.06
30094,801356,2026-05-09 00:00:00,2,3.37
30058,801097,2026-02-23 00:00:00,1,5.69
30026,800613,2026-01-04 00:00:00,4,13.83
30069,801222,2026-04-19 00:00:00,1,4.35
30017,800374,2025-12-24 00:00:00,6,4.65
30049,801009,2026-07-22 00:00:00,6,11.04
30013,800275,2026-03-21 00:00:00,3,14.39
30033,800783,2026-06-02 00:00:00,7,3.93
30122,801433,2025-10-03 00:00:00,1,6.91
30020,800465,2025-11-25 00:00:00,5,8.25
30003,800048,2026-03-06 00:00:00,5,15.04
30027,800645,2026-03-31 00:00:00,7,6.47
30058,801102,2026-05-18 00:00:00,3,4.65
30049,801005,2026-06-06 00:00:00,5,7.38
30011,800229,2026-03-26 00:00:00,6,13.62
30033,800790,2026-06-19 00:00:00,4,5.02
30019,800436,2025-12-25 00:00:00,8,5.35
30040,800903,2026-07-19 00:00:00,1,8.26
30020,800482,2026-05-12 00:00:00,4,10.52
30102,801396,2026-05-19 00:00:00,1,5.29
30002,800036,2026-07-04 00:00:00,5,5.87
30027,800654,2026-07-28 00:00:00,8,4.29
30005,800117,2026-07-24 00:00:00,3,4.02
30054,801061,2026-07-21 00:00:00,4,10.72
30029,800681,2026-05-09 00:00:00,7,14.5
30001,800002,2026-03-16 00:00:00,2,16.92
30044,800950,2026-04-13 00:00:00,6,9.53
30033,800787,2026-06-09 00:00:00,2,5.91
30045,800958,2026-02-24 00:00:00,1,7.77
30010,800205,2026-02-28 00:00:00,3,14.67
30005,800104,2026-06-21 00:00:00,8,7.28
30005,800102,2026-06-12 00:00:00,3,5.19
30030,800717,2026-06-08 00:00:00,3,3.04
30010,800220,2026-06-15 00:00:00,4,17.72
30022,800520,2026-06-07 00:00:00,2,3.38
30029,800672,2026-03-23 00:00:00,6,7.68
30025,800607,2026-07-14 00:00:00,8,10.89
30046,800966,2025-11-25 00:00:00,1,9.17
30014,800327,2026-07-01 00:00:00,8,4.4
30037,800864,2026-04-29 00:00:00,3,6.77
30055,801064,2026-03-04 00:00:00,1,11.49
30025,800603,2026-06-24 00:00:00,8,15.5
30063,801149,2026-04-08 00:00:00,2,8.09
30014,800310,2026-01-10 00:00:00,7,3.69
30015,800346,2026-07-22 00:00:00,3,5.06
30021,800502,2026-07-27 00:00:00,2,7.25
30032,800762,2026-07-13 00:00:00,6,12.56
30029,800671,2026-03-12 00:00:00,8,7.68
30062,801141,2026-07-20 00:00:00,6,5.01
30068,801214,2026-04-19 00:00:00,1,8.03
30025,800593,2025-12-01 00:00:00,4,8.72
30026,800633,2026-06-26 00:00:00,7,9.05
30028,800661,2026-01-29 00:00:00,1,12.85
30083,801301,2026-06-09 00:00:00,4,5.11
30004,800078,2026-06-29 00:00:00,2,16.35
30004,800082,2026-07-13 00:00:00,1,8.83
30002,800025,2026-06-05 00:00:00,6,5.56
30063,801147,2026-04-03 00:00:00,1,6.14
30072,801245,2026-03-27 00:00:00,4,4.22
30011,800227,2026-03-03 00:00:00,2,17.15
30020,800481,2026-04-15 00:00:00,8,16.86
30026,800636,2026-07-19 00:00:00,6,12.36
30003,800051,2026-04-24 00:00:00,7,17.34
30048,800996,2026-06-11 00:00:00,2,9.02
30019,800433,2025-12-16 00:00:00,2,8.63
30051,801027,2026-04-02 00:00:00,3,5.03
30079,801279,2025-12-27 00:00:00,1,4.55
30012,800268,2026-06-01 00:00:00,5,17.25
30015,800340,2026-07-06 00:00:00,4,10.42
30032,800755,2026-06-05 00:00:00,3,13.28
30096,801364,2026-02-15 00:00:00,1,5.1
30016,800371,2026-07-10 00:00:00,4,14.81
30077,801273,2026-04-30 00:00:00,1,6.66
30050,801011,2025-09-24 00:00:00,1,8.96
30038,800884,2026-06-24 00:00:00,3,10.87
30029,800685,2026-05-19 00:00:00,8,10.7
30025,800605,2026-06-30 00:00:00,5,8.67
30020,800485,2026-06-14 00:00:00,7,11.43
30071,801243,2026-04-23 00:00:00,1,9.54
30033,800781,2026-05-23 00:00:00,6,12.67
30078,801276,2025-12-09 00:00:00,4,9.59
30091,801343,2026-05-23 00:00:00,3,10.84
30022,800508,2026-04-07 00:00:00,7,17.55
30016,800359,2026-04-24 00:00:00,2,16.3
30010,800213,2026-04-23 00:00:00,5,4.52
30067,801202,2026-06-27 00:00:00,6,9.27
30046,800969,2026-04-21 00:00:00,3,6.51
30034,800813,2026-06-21 00:00:00,5,13.41
30056,801078,2026-04-22 00:00:00,5,4.51
30058,801106,2026-07-09 00:00:00,3,3.77
30033,800791,2026-07-04 00:00:00,1,14.02
30033,800775,2026-04-29 00:00:00,8,10.74
30017,800388,2026-04-09 00:00:00,5,15.65
30005,800090,2026-05-13 00:00:00,8,17.35
30027,800644,2026-03-22 00:00:00,1,12.41
30099,801380,2026-03-18 00:00:00,3,2.46
30011,800245,2026-07-09 00:00:00,6,6.95
30043,800934,2025-11-30 00:00:00,4,13.33
30060,801122,2026-05-12 00:00:00,6,5.6
30008,800182,2026-07-02 00:00:00,6,10.27
30019,800435,2025-12-23 00:00:00,1,14.42
30029,800698,2026-07-16 00:00:00,6,6.0
30018,800408,2026-02-21 00:00:00,3,16.35
30089,801333,2026-05-18 00:00:00,1,7.49
30023,800540,2025-12-13 00:00:00,5,17.43
30041,800907,2025-12-29 00:00:00,2,3.34
30066,801195,2026-07-14 00:00:00,5,4.24
30032,800761,2026-06-29 00:00:00,3,13.32
30010,800223,2026-07-03 00:00:00,1,9.22
30038,800870,2025-11-21 00:00:00,6,12.62
30027,800641,2026-02-28 00:00:00,5,10.82
30005,800100,2026-06-10 00:00:00,5,4.12
30010,800217,2026-06-01 00:00:00,8,10.99
30078,801277,2025-12-21 00:00:00,4,5.37
30019,800457,2026-07-28 00:00:00,5,17.29
30017,800379,2026-02-15 00:00:00,6,8.99
30005,800108,2026-06-28 00:00:00,8,3.22
30030,800718,2026-06-16 00:00:00,7,10.11
30048,800990,2026-03-10 00:00:00,4,9.23
30039,800891,2026-03-27 00:00:00,3,3.61
30060,801123,2026-05-20 00:00:00,3,12.92
30061,801127,2025-10-06 00:00:00,5,6.19
30015,800330,2026-06-20 00:00:00,6,11.63
30132,801448,2025-10-07 00:00:00,1,7.51
30004,800066,2026-05-29 00:00:00,4,11.08
30089,801331,2026-02-23 00:00:00,2,5.1
30034,800811,2026-06-11 00:00:00,5,16.94
30026,800633,2026-06-26 00:00:00,2,12.54
30029,800692,2026-06-18 00:00:00,6,10.41
30018,800419,2026-04-25 00:00:00,3,6.12
30027,800650,2026-06-01 00:00:00,3,7.79
30057,801091,2026-06-15 00:00:00,6,7.12
30038,800880,2026-06-01 00:00:00,3,11.29
30023,800538,2025-11-23 00:00:00,1,4.05
30073,801248,2025-12-28 00:00:00,2,5.66
30005,800095,2026-05-28 00:00:00,3,11.45
30009,800200,2026-07-16 00:00:00,2,17.89
30026,800620,2026-02-17 00:00:00,6,16.87
30008,800174,2026-04-14 00:00:00,1,5.72
30005,800093,2026-05-20 00:00:00,7,10.76
30029,800689,2026-05-30 00:00:00,6,16.71
30052,801033,2026-01-23 00:00:00,4,11.58
30023,800547,2026-01-22 00:00:00,4,14.58
30004,800072,2026-06-13 00:00:00,2,10.8
30010,800209,2026-03-13 00:00:00,1,7.52
30034,800801,2026-04-15 00:00:00,6,12.24
30027,800642,2026-03-12 00:00:00,7,7.43
30016,800367,2026-06-14 00:00:00,5,15.55
30056,801084,2026-06-26 00:00:00,2,9.37
30091,801342,2026-04-11 00:00:00,4,3.48
30047,800976,2025-12-26 00:00:00,1,9.42
30087,801320,2026-03-20 00:00:00,2,11.0
30047,800980,2026-05-12 00:00:00,2,9.52
30010,800216,2026-05-19 00:00:00,1,10.63
30060,801116,2026-03-03 00:00:00,4,9.98
30013,800277,2026-03-27 00:00:00,6,12.9
30036,800853,2026-04-12 00:00:00,4,14.59
30056,801081,2026-05-26 00:00:00,5,5.52
30063,801156,2026-07-11 00:00:00,5,6.49
30003,800045,2026-02-06 00:00:00,2,3.96
30017,800397,2026-06-20 00:00:00,5,15.53
30008,800180,2026-06-11 00:00:00,5,12.13
30058,801106,2026-07-09 00:00:00,6,3.92
30056,801084,2026-06-26 00:00:00,6,9.87
30032,800753,2026-05-05 00:00:00,7,13.89
30052,801035,2026-02-26 00:00:00,4,3.97
30023,800537,2025-11-20 00:00:00,2,14.76
30095,801361,2026-03-31 00:00:00,1,9.57
30085,801308,2025-11-25 00:00:00,4,10.13
30063,801155,2026-06-30 00:00:00,6,10.28
30128,801443,2025-12-04 00:00:00,2,6.65
30014,800312,2026-01-19 00:00:00,4,8.2
30100,801387,2026-05-16 00:00:00,2,11.64
30011,800238,2026-05-18 00:00:00,8,13.23
30052,801037,2026-04-24 00:00:00,3,12.48
30038,800878,2026-03-18 00:00:00,5,8.32
30018,800419,2026-04-25 00:00:00,4,15.39
30125,801438,2026-04-03 00:00:00,3,3.98
30039,800892,2026-06-03 00:00:00,5,13.03
30013,800289,2026-05-20 00:00:00,4,3.82
30006,800122,2025-12-29 00:00:00,8,12.23
30031,800734,2026-05-25 00:00:00,5,9.55
30097,801372,2026-04-08 00:00:00,2,10.5
30105,801410,2026-05-17 00:00:00,4,9.65
30053,801053,2026-06-24 00:00:00,5,12.73
30055,801063,2026-02-28 00:00:00,3,9.72
30056,801082,2026-05-27 00:00:00,1,13.47
30121,801432,2025-12-24 00:00:00,2,4.81
30022,800515,2026-05-09 00:00:00,4,11.93
30012,800269,2026-06-19 00:00:00,2,13.64
30023,800566,2026-06-19 00:00:00,1,9.95
30064,801166,2026-05-21 00:00:00,1,6.87
30024,800569,2025-12-29 00:00:00,7,10.21
30035,800836,2026-06-07 00:00:00,6,14.04
30035,800824,2026-04-22 00:00:00,4,14.8
30020,800472,2026-01-09 00:00:00,5,10.54
30060,801117,2026-03-04 00:00:00,3,4.25
30052,801035,2026-02-26 00:00:00,3,14.05
30008,800178,2026-05-07 00:00:00,6,13.52
30038,800871,2025-12-22 00:00:00,5,10.77
30063,801154,2026-06-15 00:00:00,2,12.52
30089,801332,2026-04-27 00:00:00,3,11.89
30135,801453,2025-11-12 00:00:00,1,6.63
30005,800099,2026-06-08 00:00:00,3,9.68
30034,800818,2026-07-19 00:00:00,6,3.09
30035,800836,2026-06-07 00:00:00,4,15.43
30014,800328,2026-07-17 00:00:00,8,6.05
30026,800635,2026-07-07 00:00:00,7,10.8
30090,801339,2026-02-05 00:00:00,2,2.69
30040,800896,2026-02-25 00:00:00,6,7.31
30085,801310,2026-02-18 00:00:00,2,7.46
30011,800244,2026-06-29 00:00:00,7,12.98
30012,800253,2026-03-20 00:00:00,7,9.63
30053,801052,2026-05-30 00:00:00,3,4.91
30017,800389,2026-04-28 00:00:00,2,3.28
30097,801370,2025-12-22 00:00:00,3,10.4
30007,800150,2026-07-01 00:00:00,8,6.42
30024,800570,2026-01-30 00:00:00,2,11.64
30014,800306,2025-12-28 00:00:00,4,17.74
30033,800782,2026-05-25 00:00:00,5,10.81
30023,800544,2025-12-23 00:00:00,7,11.71
30008,800154,2025-10-15 00:00:00,2,16.24
30033,800780,2026-05-20 00:00:00,2,3.61
30035,800829,2026-05-10 00:00:00,4,3.31
30032,800759,2026-06-20 00:00:00,4,3.57
30066,801191,2026-06-25 00:00:00,5,10.04
30021,800502,2026-07-27 00:00:00,6,10.74
30003,800050,2026-03-18 00:00:00,7,11.32
30039,800895,2026-06-28 00:00:00,6,5.38
30034,800816,2026-06-26 00:00:00,5,16.95
30091,801343,2026-05-23 00:00:00,2,4.83
30005,800116,2026-07-20 00:00:00,1,7.37
30005,800092,2026-05-19 00:00:00,8,8.6
30044,800945,2026-02-14 00:00:00,4,4.34
30053,801044,2025-11-21 00:00:00,5,6.85
30001,800001,2026-03-14 00:00:00,6,8.23
30065,801182,2026-05-19 00:00:00,1,7.92
30104,801406,2026-05-18 00:00:00,3,7.64
30101,801391,2026-05-05 00:00:00,4,5.79
30008,800168,2026-03-05 00:00:00,3,12.03
30033,800773,2026-04-19 00:00:00,1,13.95
30020,800467,2025-11-29 00:00:00,7,3.42
30095,801360,2026-03-26 00:00:00,3,2.68
30015,800345,2026-07-17 00:00:00,7,17.84
30021,800503,2026-07-28 00:00:00,5,9.55
30053,801052,2026-05-30 00:00:00,1,5.24
30049,801004,2026-05-29 00:00:00,1,11.72
30055,801069,2026-04-15 00:00:00,1,7.07
30004,800061,2026-05-21 00:00:00,1,5.56
30004,800074,2026-06-16 00:00:00,1,6.27
30022,800513,2026-04-18 00:00:00,6,13.36
30022,800534,2026-07-22 00:00:00,5,7.32
30027,800647,2026-04-02 00:00:00,3,4.03
30030,800707,2025-12-28 00:00:00,3,5.34
30045,800956,2026-02-01 00:00:00,5,5.58
30109,801414,2025-11-16 00:00:00,1,8.67
30015,800337,2026-07-02 00:00:00,3,5.31
30005,800100,2026-06-10 00:00:00,5,10.07
30004,800081,2026-07-01 00:00:00,3,12.32
30068,801211,2026-02-15 00:00:00,4,5.67
30003,800049,2026-03-10 00:00:00,4,7.34
30006,800133,2026-06-08 00:00:00,3,15.46
30126,801439,2026-01-07 00:00:00,2,2.15
30015,800344,2026-07-16 00:00:00,7,10.83
30046,800971,2026-06-09 00:00:00,2,13.29
30051,801030,2026-07-04 00:00:00,4,6.08
30066,801195,2026-07-14 00:00:00,6,10.2
30056,801075,2026-04-04 00:00:00,2,9.06
30023,800543,2025-12-23 00:00:00,5,16.29
30026,800626,2026-04-24 00:00:00,7,3.64
30064,801169,2026-06-30 00:00:00,2,5.03
30029,800686,2026-05-22 00:00:00,1,14.27
30016,800373,2026-07-17 00:00:00,8,5.74
30014,800308,2026-01-05 00:00:00,3,5.6
30040,800903,2026-07-19 00:00:00,6,10.53
30064,801165,2026-05-15 00:00:00,2,8.86
30027,800655,2026-07-30 00:00:00,1,17.08
30003,800040,2025-10-27 00:00:00,2,14.8
30050,801021,2026-06-26 00:00:00,4,7.4
30029,800692,2026-06-18 00:00:00,5,5.23
30136,801454,2025-11-23 00:00:00,3,8.37
30095,801363,2026-05-07 00:00:00,4,9.98
30031,800733,2026-05-20 00:00:00,3,5.8
30022,800505,2026-03-29 00:00:00,8,16.37
30062,801135,2026-05-21 00:00:00,4,9.15
30005,800092,2026-05-19 00:00:00,3,7.97
30034,800799,2026-04-09 00:00:00,3,12.7
30020,800469,2025-12-25 00:00:00,4,15.47
30008,800161,2025-12-01 00:00:00,7,3.29
30034,800798,2026-03-27 00:00:00,7,5.47
30066,801198,2026-07-24 00:00:00,6,12.52
30064,801172,2026-07-15 00:00:00,3,11.68
30078,801275,2025-12-03 00:00:00,3,7.13
30034,800814,2026-06-22 00:00:00,1,11.69
30048,800983,2025-12-25 00:00:00,1,4.42
30032,800764,2026-07-18 00:00:00,1,14.56
30012,800252,2026-03-05 00:00:00,6,15.01
30063,801144,2026-02-18 00:00:00,1,5.07
30035,800830,2026-05-12 00:00:00,8,12.6
30032,800752,2026-05-04 00:00:00,4,4.55
30026,800634,2026-06-30 00:00:00,5,4.13
30085,801309,2026-01-03 00:00:00,3,4.46
30014,800303,2025-12-07 00:00:00,1,11.36
30008,800176,2026-04-24 00:00:00,4,10.86
30012,800269,2026-06-19 00:00:00,5,5.45
30011,800248,2026-07-25 00:00:00,2,4.43
30019,800455,2026-07-05 00:00:00,3,3.31
30060,801118,2026-04-07 00:00:00,5,13.26
30021,800492,2026-04-15 00:00:00,7,8.99
30069,801219,2026-04-02 00:00:00,6,7.76
30046,800974,2026-06-25 00:00:00,1,5.95
30104,801402,2026-01-17 00:00:00,4,2.28
30042,800932,2026-06-12 00:00:00,3,3.88
30014,800317,2026-03-04 00:00:00,4,8.77
30003,800058,2026-07-27 00:00:00,1,12.23
30016,800350,2026-03-06 00:00:00,8,3.78
30012,800249,2026-03-01 00:00:00,4,3.46
30128,801443,2025-12-04 00:00:00,1,5.08
30023,800541,2025-12-19 00:00:00,1,17.2
30053,801049,2026-03-21 00:00:00,4,9.97
30030,800719,2026-07-16 00:00:00,6,11.79
30127,801441,2025-12-17 00:00:00,1,5.12
30075,801263,2026-05-28 00:00:00,3,3.19
30017,800376,2026-01-18 00:00:00,8,8.66
30005,800102,2026-06-12 00:00:00,8,4.74
30102,801394,2026-05-10 00:00:00,3,3.05
30030,800716,2026-06-01 00:00:00,7,4.89
30008,800159,2025-11-06 00:00:00,7,9.74
30104,801404,2026-03-13 00:00:00,3,7.75
30009,800188,2026-06-18 00:00:00,1,15.04
30006,800122,2025-12-29 00:00:00,5,11.02
30039,800894,2026-06-14 00:00:00,6,7.07
30015,800334,2026-06-25 00:00:00,2,3.37
